# File outputs are as follows! #,,,,,,
# OutputType, SourceAddress, TargetAddress, PacketSize, Timestamp, Write_Frequency#,
summary,Watch,Smartphone,3,1490170537752,15000,Wed 08:15:38
summary,Watch,Smartphone,2520,1490170552771,15000,Wed 08:15:53
summary,Watch,Smartphone,3,1490172412406,15000,Wed 08:46:52
summary,Watch,Smartphone,2602,1490172427411,15000,Wed 08:47:07
summary,Watch,Smartphone,3,1490174978145,15000,Wed 09:29:38
summary,Watch,Smartphone,2826,1490174993150,15000,Wed 09:29:53
summary,Watch,Smartphone,2,1490176883353,15000,Wed 10:01:23
summary,Watch,Smartphone,3335,1490176898361,15000,Wed 10:01:38
summary,Watch,Smartphone,3,1490179119238,15000,Wed 10:38:39
summary,Watch,Smartphone,3099,1490179134241,15000,Wed 10:38:54
summary,Watch,Smartphone,484,1490179168912,15000,Wed 10:39:29
summary,Watch,Smartphone,3,1490180150837,15000,Wed 10:55:51
summary,Watch,Smartphone,2377,1490180165855,15000,Wed 10:56:06
summary,Watch,Smartphone,2,1490182747181,15000,Wed 11:39:07
summary,Watch,Smartphone,11271,1490182762186,15000,Wed 11:39:22
summary,Watch,Smartphone,2,1490184481004,15000,Wed 12:08:01
summary,Watch,Smartphone,7355,1490184496009,15000,Wed 12:08:16
summary,Watch,Smartphone,3,1490187366944,15000,Wed 12:56:07
summary,Watch,Smartphone,4169,1490187381992,15000,Wed 12:56:22
summary,Watch,Smartphone,1204,1490187397019,15000,Wed 12:56:37
summary,Watch,Smartphone,3,1490189682569,15000,Wed 13:34:43
summary,Watch,Smartphone,2484,1490189698741,15000,Wed 13:34:59
summary,Watch,Smartphone,483,1490189725342,15000,Wed 13:35:25
summary,Watch,Smartphone,3,1490191959071,15000,Wed 14:12:39
summary,Watch,Smartphone,2320,1490191976009,15000,Wed 14:12:56
summary,Watch,Smartphone,3,1490193059353,15000,Wed 14:30:59
summary,Watch,Smartphone,3296,1490193075857,15000,Wed 14:31:16
summary,Watch,Smartphone,625,1490193091114,15000,Wed 14:31:31
summary,Watch,Smartphone,3,1490194647252,15000,Wed 14:57:27
summary,Watch,Smartphone,2776,1490194663413,15000,Wed 14:57:43
summary,Watch,Smartphone,3,1490196502684,15000,Wed 15:28:23
summary,Watch,Smartphone,2809,1490196517698,15000,Wed 15:28:38
summary,Watch,Smartphone,3,1490196861599,15000,Wed 15:34:22
summary,Watch,Smartphone,2049,1490196876608,15000,Wed 15:34:37
summary,Watch,Smartphone,72,1490196891613,15000,Wed 15:34:52
summary,Watch,Smartphone,2,1490198019494,15000,Wed 15:53:39
summary,Watch,Smartphone,2287,1490198034535,15000,Wed 15:53:55
summary,Watch,Smartphone,504,1490198049543,15000,Wed 15:54:10
summary,Watch,Smartphone,3,1490199230296,15000,Wed 16:13:50
summary,Watch,Smartphone,2457,1490199245515,15000,Wed 16:14:06
summary,Watch,Smartphone,3,1490200903421,15000,Wed 16:41:43
summary,Watch,Smartphone,3499,1490200925478,15000,Wed 16:42:05
summary,Watch,Smartphone,3,1490202342285,15000,Wed 17:05:42
summary,Watch,Smartphone,2207,1490202379773,15000,Wed 17:06:20
